:START_ID,:END_ID,:TYPE,subject_entity,object_entity,source_type
huawei,australia,embrace,GPE,GPE,News
huawei,iphone,beat,GPE,ORG,News
fedex,the commerce department,sue,ORG,ORG,News
huawei,harmony os,trademark,GPE,ORG,News
huawei,employees,cancel,GPE,ORG,News
china,britain,push,GPE,GPE,News
huawei,harmony os,develop,GPE,ORG,News
huawei,android,use,GPE,ORG,News
consumers,shortages,supply,GPE,ORG,News
ubs,stocks,prefer,ORG,PERSON,News
reuters,amon,tell,ORG,PERSON,News
amon,reuters,tell,PERSON,ORG,News
nintendo,targets,raise,NORP,NORP,News
apple,demand,meet,ORG,ORG,News
semiconductors,products,consume,GPE,ORG,News
amd,revenue,guide,ORG,PRODUCT,News
the u.s.,information,volunteer,ORG,ORG,News
companies,information,volunteer,ORG,ORG,News
inventories,information,relate,ORG,ORG,News
companies,thomas palliniinsiderthe ports,favor,ORG,PERSON,News
shippers,companies,lose,ORG,ORG,News
companies,shippers,lose,ORG,ORG,News
thomas,nothing,palliniinsiderthere,PERSON,GPE,News
companies,containers,fill,ORG,ORG,News
companies,goods,ship,ORG,ORG,News
evga,bots,sell,ORG,ORG,News
bmw,carmakers,ditch,ORG,ORG,News
mitsubishi,consumer reports,tell,ORG,ORG,News
venturebeat,cofounder,tell,ORG,ORG,News
lyft,things,kick,PERSON,GPE,News
defi,finance,decentralize,PERSON,ORG,News
chip shortages,everyone,plague,PERSON,ORG,News
companies,chips,use,ORG,ORG,News
customers,chips,buy,ORG,ORG,News
chaillan,the financial times,tell,PERSON,ORG,News
companies,sellers,serve,ORG,ORG,News
moov,executives,hire,ORG,ORG,News
the u.s.,smic,place,ORG,ORG,News
companies,governments,play,ORG,NORP,News
lawmakers,dod,push,PERSON,ORG,News
the white house,intel,discourage,ORG,ORG,News
intels,the white house,brief,GPE,ORG,News
tesla,jon nguyen,schedule,PRODUCT,PERSON,News
tesla,chip shortages,cite,PRODUCT,PERSON,News
retailers,seroka retailers,tell,PERSON,ORG,News
morgan,insider,tell,ORG,PERSON,News
chips,power,use,ORG,GPE,News
bloomberg,something,report,PERSON,PERSON,News
apple,qualcomm,sell,ORG,PERSON,News
air,weve,push,ORG,PERSON,News
ford,capacity,reserve,ORG,ORG,News
companies,energy,conserve,ORG,ORG,News
analog devices,earnings,report,ORG,ORG,News
gabelli,chips,sell,ORG,ORG,News
nxp,chips,sell,ORG,ORG,News
taiwan semiconductor manufacturing company,credit,deserve,ORG,PERSON,News
smith,schumer,criticize,ORG,PERSON,News
nvidia,intel,outgrow,ORG,ORG,News
china,the u.s.,outpace,GPE,ORG,News
the arizona republic,buttigieg,tell,GPE,PERSON,News
features,customers,add,ORG,ORG,News
mcgrath,marketwatch,tell,PERSON,ORG,News
hart,fulltime,work,ORG,ORG,News
mobile,products,use,GPE,ORG,News
biden,the strategic petroleum reserve,tap,PERSON,ORG,News
samsung,texas,choose,ORG,GPE,News
samsung,taylor,choose,ORG,GPE,News
the biden administration,equity,place,ORG,ORG,News
inflation,the central bank,push,ORG,ORG,News
inflation,americans,push,ORG,NORP,News
france,app stores,delist,GPE,ORG,News
bots,consoles,buy,ORG,ORG,News
totoki,bloomberg,tell,PERSON,PERSON,News
retailers,workers,allocate,PERSON,ORG,News
china,taiwan,recapture,GPE,GPE,News
the trump administration,chip shortages,begin,ORG,PERSON,News
products,tsmc,negotiate,ORG,ORG,News
chinas shanghai composite,0.59,rally,ORG,PRODUCT,News
the city council,mpd metropolitan police department,defund,ORG,ORG,News
vehicles,ford motor co.,mull,GPE,ORG,News
robinhood markets inc.,earnings,report,ORG,ORG,News
robinhood markets inc.,sales,report,ORG,PRODUCT,News
ford,suv,upcome,ORG,ORG,News
more.hillary clinton,the u.s.,tell,PERSON,ORG,News
john kerry,iran,tell,PERSON,GPE,News
texas,census,sweepstake,GPE,PERSON,News
insider,nick nelson,speak,PERSON,PERSON,News
nick nelson,insider,tell,PERSON,PERSON,News
consensus,earnings,upgrade,ORG,ORG,News
texas instruments,earnings,report,ORG,ORG,News
maintenance,vehicles,focus,PERSON,GPE,News
globalfoundries,revenue,expect,ORG,PRODUCT,News
goods,consumers,spend,ORG,GPE,News
forward.the united states,the united states,follow,GPE,GPE,News
containers,retailers,claim,ORG,PERSON,News
the company,vendors,inform,ORG,PRODUCT,News
apple,suppliers,tell,ORG,NORP,News
apple inc,vendors,inform,ORG,PRODUCT,News
apple,vendors,tell,ORG,PRODUCT,News
ford,chips,begin,ORG,ORG,News
disney,bob,lead,ORG,PERSON,News
raimondo,cnn,tell,PERSON,ORG,News
raimondo,companies,force,PERSON,ORG,News
businesses,workers,hire,PERSON,ORG,News
kids,residents,care,PERSON,ORG,News
honda,electric,embrace,ORG,ORG,News
abbott,bartiromo,tell,ORG,PERSON,News
semiconductors,supply,outstrip,GPE,ORG,News
nuros,priuses,selfdrive,ORG,PRODUCT,News
zum,liz sanchez,hire,PERSON,PERSON,News
tesla,earnings,deliver,PRODUCT,ORG,News
apple,suppliers,caution,ORG,NORP,News
apple,demand,expect,ORG,ORG,News
micron,atlanta,choose,ORG,GPE,News
oregon,wyse,position,GPE,PERSON,News
companies,wages,raise,ORG,PERSON,News
palantir,insights,provide,ORG,ORG,News
micron technology inc.,atlanta,choose,ORG,GPE,News
kellogg,workers,replace,ORG,ORG,News
apple inc.,vendors,instruct,ORG,PRODUCT,News
money,hero enterprise,pour,ORG,ORG,News
aggarwal,ola electric,spearhead,GPE,ORG,News
retailers,consumers,urge,PERSON,GPE,News
retailers,shoppers,encourage,PERSON,PERSON,News
freeman,the biden administration,convince,ORG,ORG,News
fidelity,money,raise,ORG,ORG,News
cnbc,capacity,increase,ORG,ORG,News
workers,ford,bring,ORG,ORG,News
users,nio evs,buy,ORG,PRODUCT,News
companies,investment,cut,ORG,ORG,News
